Date,BTC-USD,ETH-USD,VUS.TO,GME,AMC,AMZN,WMT,NVDA,AMD,AAPL,MSFT,DIS,PYPL
2017-02-03,1029.9100341796875,11.114500045776367,45.95000076293945,25.77,34.3,818.2,68.5,29.505,12.5,32.94,65.84,113.6,40.84
2017-02-06,1038.1500244140625,11.389399528503418,45.79999923706055,25.56,33.3,835.33,68.9,29.6437,13.8,33.9454,64.72,110.61,39.83
2017-02-07,1061.3499755859375,11.515299797058105,45.83000183105469,25.66,33.3,840.7,67.14,30.4683,13.88,33.2928,63.73,113.0,40.13
2017-02-08,1063.0699462890625,11.43120002746582,45.88999938964844,25.06,31.3,842.42,67.88,30.7545,14.22,34.32,63.43,110.0,42.73
2017-02-09,994.3829956054688,11.03219985961914,46.189998626708984,26.52,31.0,861.27,70.79,29.207,13.52,33.62,66.3,112.23,40.94
2017-02-10,988.6740112304688,11.278900146484375,46.380001068115234,26.41,32.58,859.25,69.77,28.547,13.96,34.64,66.0,111.66,42.05
2017-02-13,990.6420288085938,11.269499778747559,46.63999938964844,26.44,32.91,875.02,68.74,27.849,13.9,33.7333,66.52,111.93,42.76
2017-02-14,1004.5499877929688,13.025199890136719,46.77000045776367,25.92,32.0,857.51,71.83,27.785,13.3,35.127,64.69,113.37,42.81
2017-02-15,1007.47998046875,12.919699668884277,47.0099983215332,26.57,31.7,876.1,70.92,27.71,13.6,35.3347,64.6,111.15,43.71
2017-02-16,1027.43994140625,12.90369987487793,46.939998626708984,25.74,31.96,846.28,69.39,27.1811,13.05,33.9373,67.18,114.57,42.41
2017-02-17,1046.2099609375,12.67650032043457,46.959999084472656,26.67,32.7,883.73,69.41,27.4044,13.62,35.45,66.53,114.43,43.1
2017-02-21,1115.300048828125,12.668399810791016,47.349998474121094,27.5,31.76,879.85,74.16,28.2438,14.0,35.668,65.13,114.22,42.72
2017-02-22,1117.43994140625,12.599699974060059,47.27000045776367,27.22,31.75,859.38,72.12,28.63,14.97,35.8331,66.01,115.17,44.26
2017-02-23,1166.719970703125,13.119400024414062,47.22999954223633,25.99,31.35,870.19,73.94,26.1049,14.36,34.8411,66.6,111.49,44.03
2017-02-24,1173.6800537109375,13.069199562072754,47.16999816894531,26.38,32.5,881.13,74.8,26.006,14.15,35.568,65.82,112.03,45.15
2017-02-27,1179.969970703125,15.396499633789062,47.439998626708984,27.17,32.21,857.74,73.2,27.3579,15.9,35.8246,66.21,110.44,44.29
2017-02-28,1179.969970703125,15.81719970703125,47.279998779296875,25.2,32.92,886.76,72.04,25.9,15.13,35.892,66.83,113.3,42.0
2017-03-01,1222.5,17.349700927734375,47.939998626708984,24.54,30.9,890.03,70.96,25.8614,15.59,35.6436,66.6,114.77,44.52
2017-03-02,1251.010009765625,19.03019905090332,47.65999984741211,25.87,29.84,855.14,71.15,24.9,14.3,36.3,65.44,112.82,42.86
2017-03-03,1274.989990234375,19.458999633789062,47.619998931884766,26.21,30.7,881.43,71.77,25.1213,13.64,35.253,64.99,114.57,44.28
2017-03-06,1272.8299560546875,19.60569953918457,47.52000045776367,25.69,30.7,846.96,70.02,24.6488,13.39,35.079,66.71,115.43,44.91
2017-03-07,1223.5400390625,18.888599395751953,47.279998779296875,24.94,30.09,864.36,73.1,25.741,13.22,36.46,66.2,113.74,43.92
2017-03-08,1150.0,16.65130043029785,47.150001525878906,26.0,30.48,871.4,70.4,25.4,13.69,35.51,66.69,115.91,43.51
2017-03-09,1188.489990234375,17.75469970703125,47.130001068115234,25.0,30.03,882.0,70.24,24.654,13.73,35.81,65.24,113.75,43.1
2017-03-10,1116.719970703125,19.332300186157227,47.33000183105469,25.72,30.79,855.07,72.1,25.62,14.1,34.999,66.83,112.43,43.63
2017-03-13,1231.9200439453125,28.592899322509766,47.36000061035156,25.2,31.5,855.84,70.81,25.5436,14.84,35.1,67.85,112.11,43.48
2017-03-14,1240.0,28.654600143432617,47.220001220703125,25.41,31.81,886.06,74.13,26.198,14.5,34.8703,67.02,112.84,43.7
2017-03-15,1249.6099853515625,35.05590057373047,47.650001525878906,25.01,30.7,873.98,74.06,26.2315,14.39,35.971,65.8,113.72,44.01
2017-03-16,1187.81005859375,46.34579849243164,47.59000015258789,25.26,31.3,895.26,72.87,26.4835,13.89,36.2509,67.69,114.74,43.3
2017-03-17,1100.22998046875,46.827999114990234,47.58000183105469,24.94,31.7,864.06,70.72,27.3512,13.54,36.4943,67.53,114.34,43.82
2017-03-20,1054.22998046875,43.390201568603516,47.439998626708984,24.96,31.7,874.37,72.98,28.216,14.5,37.077,65.66,115.29,45.24
2017-03-21,1120.5400390625,43.14509963989258,46.77000045776367,25.05,30.96,885.0,70.3,26.9725,14.27,35.25,66.52,111.86,42.99
2017-03-22,1049.1400146484375,42.342098236083984,46.63999938964844,24.89,31.4,887.43,70.56,27.0421,14.2,36.922,65.91,115.02,43.92
2017-03-23,1038.5899658203125,43.67839813232422,46.63999938964844,24.15,30.9,852.0,70.92,27.7504,13.98,36.32,65.94,113.21,44.82
2017-03-24,937.52001953125,53.10749816894531,46.61000061035156,21.6,30.95,875.18,71.79,27.8795,14.2,35.9,66.35,116.69,43.4
2017-03-27,1047.1500244140625,50.774898529052734,46.619998931884766,21.29,31.1,885.38,72.19,27.342,13.8,35.79,67.9,115.79,43.55
2017-03-28,1039.969970703125,53.1260986328125,46.95000076293945,22.57,30.61,896.0,71.78,27.2138,13.84,37.45,67.21,114.58,44.3
2017-03-29,1026.4300537109375,52.2057991027832,46.959999084472656,22.42,32.18,897.56,71.34,27.793,14.12,37.33,67.19,117.1,45.25
2017-03-30,1071.7900390625,50.03730010986328,47.150001525878906,23.08,31.45,906.97,71.97,27.56,14.62,37.2251,67.82,114.56,44.44
2017-03-31,1080.5,50.699501037597656,47.18000030517578,23.47,32.71,911.44,73.17,28.3739,14.67,37.101,68.23,115.82,43.23
2017-04-03,1133.25,44.64189910888672,46.959999084472656,22.0,32.58,896.75,74.73,28.287,15.18,36.198,65.56,115.1,43.18
2017-04-04,1124.780029296875,45.30400085449219,46.97999954223633,22.29,32.1,925.67,75.04,26.159,14.38,36.8955,68.97,114.41,43.14
2017-04-05,1182.6800537109375,43.24209976196289,46.84000015258789,21.83,31.0,934.53,73.4,25.3641,14.47,36.991,68.36,114.0,44.1
2017-04-06,1176.9000244140625,42.162601470947266,46.86000061035156,22.2,31.1,921.93,71.93,26.23,13.6,36.767,65.88,118.13,43.5
2017-04-07,1175.949951171875,44.307098388671875,46.90999984741211,22.42,31.56,897.91,74.9,25.8686,13.77,36.919,67.31,112.9,44.33
2017-04-10,1205.010009765625,43.40719985961914,46.939998626708984,22.21,30.67,940.76,74.31,24.8285,13.7,36.1298,66.81,116.89,45.07
2017-04-11,1200.3699951171875,46.28730010986328,46.91999816894531,22.44,31.3,930.22,75.89,25.66,13.5,37.097,68.17,113.67,43.04
2017-04-12,1169.280029296875,50.219398498535156,46.709999084472656,22.13,30.3,911.99,75.89,25.061,13.18,35.58,68.23,113.69,44.22
2017-04-13,1167.5400390625,47.574100494384766,46.439998626708984,22.75,30.3,916.85,74.77,24.322,12.86,36.1498,65.53,116.6,44.66
2017-04-17,1211.6700439453125,50.70750045776367,46.77000045776367,23.07,31.8,921.11,73.55,24.8684,12.87,36.8657,68.0,116.85,45.2
2017-04-18,1210.2900390625,48.305301666259766,46.689998626708984,23.12,30.6,908.55,77.37,25.101,13.46,36.9,67.82,115.96,44.52
2017-04-19,1229.0799560546875,49.67219924926758,46.619998931884766,23.46,31.3,914.4,74.15,25.26,13.1,35.63,68.02,117.64,43.5
2017-04-20,1222.050048828125,48.22439956665039,47.06999969482422,24.22,31.87,912.17,76.9,26.419,13.15,36.39,68.3,117.28,45.54
2017-04-21,1231.7099609375,48.553001403808594,46.880001068115234,23.98,32.1,918.09,77.71,26.16,14.0,37.2989,67.6,119.5,45.26
2017-04-24,1265.489990234375,49.89120101928711,47.369998931884766,24.07,32.1,945.17,75.51,26.3945,13.43,36.7,70.31,115.1,45.76
2017-04-25,1281.0799560546875,52.720298767089844,47.689998626708984,24.5,32.0,946.73,75.33,26.202,13.54,36.9155,68.46,120.02,46.83
2017-04-26,1317.72998046875,62.167701721191406,47.689998626708984,24.63,32.6,931.09,78.69,26.758,14.08,37.27,69.78,121.25,45.66
2017-04-27,1316.47998046875,70.1592025756836,47.70000076293945,23.8,31.7,962.67,78.08,26.62,13.9,37.5233,69.31,116.06,47.76
2017-04-28,1321.7900390625,68.37689971923828,47.560001373291016,23.03,30.5,948.18,75.21,26.573,13.9,36.4578,70.35,117.8,48.47
2017-05-01,1452.8199462890625,77.26380157470703,47.75,23.4,30.3,948.43,77.37,27.84,13.76,37.355,70.15,116.1,49.82
2017-05-02,1490.0899658203125,79.71820068359375,47.619998931884766,23.75,30.51,987.92,77.96,26.58,10.68,36.9325,71.6,115.77,49.58
2017-05-03,1537.6700439453125,96.98139953613281,47.54999923706055,24.8,31.3,965.98,76.82,27.0758,10.7,38.04,71.89,113.91,50.25
2017-05-04,1555.449951171875,94.39849853515625,47.560001373291016,23.77,29.9,965.09,77.45,26.148,10.4,38.0599,69.75,116.52,50.57
2017-05-05,1578.800048828125,97.8134994506836,47.779998779296875,25.0,29.8,953.73,78.3,26.906,10.2,37.47,70.0,116.76,49.5
2017-05-08,1755.3599853515625,91.16290283203125,47.7400016784668,24.63,29.2,989.09,78.12,26.8092,10.48,38.7643,71.49,115.12,49.77
2017-05-09,1787.1300048828125,89.52490234375,47.72999954223633,24.79,29.7,999.97,79.68,25.984,10.43,39.8829,71.82,116.53,49.27
2017-05-10,1848.5699462890625,89.87969970703125,47.81999969482422,25.69,28.23,993.58,77.2,31.0348,11.17,38.686,70.63,110.87,51.05
2017-05-11,1724.239990234375,88.65540313720703,47.689998626708984,24.48,28.5,978.02,78.09,31.952,11.14,39.0529,68.98,111.01,50.6
2017-05-12,1804.9100341796875,90.83540344238281,47.619998931884766,25.22,27.2,990.16,77.03,32.523,11.75,39.51,70.72,113.69,51.78
2017-05-15,1734.449951171875,89.43800354003906,47.900001525878906,25.41,27.69,979.07,78.9,35.0306,11.79,39.921,69.95,109.96,50.73
2017-05-16,1839.0899658203125,89.86039733886719,47.86000061035156,24.8,26.6,1007.52,77.32,34.4472,12.79,40.5622,72.01,110.21,52.39
2017-05-17,1888.6500244140625,96.90630340576172,46.97999954223633,24.55,24.6,954.81,77.03,32.72,11.8,38.5242,69.83,111.1,49.5
2017-05-18,1987.7099609375,129.52699279785156,47.18000030517578,24.05,25.0,964.11,80.06,33.99,11.426,38.51,68.85,110.32,50.5
2017-05-19,2084.72998046875,126.52100372314453,47.459999084472656,25.15,25.4,991.43,82.16,35.0,11.53,38.436,70.93,112.17,50.04
2017-05-23,2443.639892578125,190.04600524902344,47.77000045776367,22.77,25.3,984.37,80.42,34.4062,11.22,40.26,70.51,109.15,50.77
2017-05-24,2304.97998046875,174.4459991455078,47.900001525878906,23.34,23.7,995.09,78.2,35.0919,11.06,40.137,71.81,110.08,51.71
2017-05-25,2202.419921875,160.4029998779297,48.15999984741211,24.39,24.3,1012.83,78.32,35.118,11.22,38.4923,72.4,112.23,53.44
2017-05-26,2038.8699951171875,157.75799560546875,48.11000061035156,23.06,25.4,1024.08,81.94,36.93,11.0,38.8014,72.83,110.69,53.29
2017-05-30,2286.409912109375,230.66900634765625,48.04999923706055,22.74,24.52,1012.3,78.19,37.4062,11.48,39.0144,73.47,110.53,53.11
2017-05-31,2407.8798828125,222.23899841308594,48.0099983215332,22.73,23.1,1014.1,81.6,37.487,11.42,38.91,72.93,109.43,52.51
2017-06-01,2488.550048828125,223.77499389648438,48.380001068115234,22.78,23.81,1008.57,80.06,36.43,11.27,39.328,71.2,112.03,55.6
2017-06-02,2515.35009765625,224.37600708007812,48.63999938964844,22.98,25.0,1015.46,79.84,37.19,11.1,39.8597,73.99,107.29,54.97
2017-06-05,2863.199951171875,264.46600341796875,48.58000183105469,22.75,25.0,1052.55,81.04,38.3044,11.5,39.2283,73.1,109.77,54.6
2017-06-06,2732.159912109375,258.0710144042969,48.43000030517578,22.3,24.5,1041.0,81.18,37.021,12.27,40.4301,74.19,109.9,55.4
2017-06-07,2805.6201171875,261.6659851074219,48.5,22.54,24.34,1056.98,80.57,38.19,12.8,39.3089,73.0,106.78,55.16
2017-06-08,2823.81005859375,281.73699951171875,48.540000915527344,22.38,24.05,1055.18,80.69,41.303,13.2,40.2484,73.36,106.88,55.82
2017-06-09,2947.7099609375,337.6679992675781,48.45000076293945,22.95,23.9,979.54,83.2,37.6,12.7,38.41,72.74,106.49,54.7
2017-06-12,2717.02001953125,397.5369873046875,48.459999084472656,22.33,23.5,980.52,80.82,37.5901,12.38,37.627,71.93,109.21,53.42
2017-06-13,2506.3701171875,359.0530090332031,48.75,22.03,25.23,999.14,81.0,39.16,12.23,38.0529,72.94,111.58,52.19
2017-06-14,2464.580078125,361.9330139160156,48.65999984741211,21.85,25.2,996.3,80.1,38.66,12.36,37.42,72.39,108.63,53.9
2017-06-15,2518.56005859375,370.22698974609375,48.540000915527344,21.41,24.28,1000.95,81.55,39.3767,11.9,37.0103,70.8,110.81,54.41
2017-06-16,2655.8798828125,379.41400146484375,48.45000076293945,20.66,24.77,1032.43,78.74,39.261,11.79,36.5512,71.0,108.86,53.57
2017-06-19,2721.7900390625,359.0050048828125,48.91999816894531,21.1,25.25,996.59,76.7,40.34,12.19,37.721,71.63,107.98,54.93
2017-06-20,2689.10009765625,336.87200927734375,48.65999984741211,21.65,23.7,1031.63,78.1,39.5647,12.69,36.75,71.04,108.91,54.78
2017-06-21,2705.409912109375,336.3710021972656,48.33000183105469,20.95,23.6,1035.58,80.01,40.5172,14.03,36.6889,71.17,105.1,55.47
2017-06-22,2744.909912109375,341.739013671875,48.41999816894531,21.41,23.1,1026.6,75.52,40.7014,14.7,36.4105,73.59,105.5,56.31
2017-06-23,2608.719970703125,323.6960144042969,48.41999816894531,20.87,23.9,1053.42,78.39,38.6304,14.4,36.78,71.85,109.05,55.73
2017-06-26,2552.449951171875,293.0880126953125,48.52000045776367,21.71,24.26,1023.63,76.2,38.7105,14.25,37.572,71.23,107.18,55.04
2017-06-27,2574.7900390625,327.927001953125,48.189998626708984,21.91,23.89,987.42,79.15,38.234,13.8,37.264,70.4,106.08,53.73
2017-06-28,2539.320068359375,302.88299560546875,48.540000915527344,21.69,24.8,1010.85,78.43,38.116,13.69,36.5568,73.1,109.41,54.4
2017-06-29,2480.840087890625,294.9159851074219,48.13999938964844,22.47,24.12,1009.82,77.07,36.96,13.2,36.03,69.99,109.55,55.86
2017-06-30,2434.550048828125,274.60101318359375,48.22999954223633,21.93,23.65,1009.0,77.53,36.87,12.93,36.061,69.72,110.73,53.82
2017-07-05,2608.56005859375,270.54901123046875,48.36000061035156,22.22,22.66,986.9,77.4,37.0444,13.59,36.9992,69.57,108.52,56.54
2017-07-06,2518.659912109375,245.99099731445312,48.02000045776367,21.14,22.56,977.12,75.72,37.01,13.63,37.0526,69.82,107.51,55.15
2017-07-07,2571.340087890625,251.69700622558594,48.220001220703125,21.57,22.68,995.83,77.55,37.78,13.68,36.262,70.85,105.18,55.37
2017-07-10,2337.7900390625,197.4040069580078,48.25,21.78,22.2,1045.04,74.09,40.172,14.48,36.395,72.93,105.78,56.28
2017-07-11,2398.840087890625,230.7740020751953,48.209999084472656,21.15,22.7,1020.9,76.04,40.83,14.4,36.8397,73.08,105.95,54.87
2017-07-12,2357.89990234375,209.73300170898438,48.599998474121094,21.13,21.7,1023.64,75.71,42.3853,14.37,36.637,73.95,106.13,57.77
2017-07-13,2233.340087890625,199.66200256347656,48.65999984741211,22.04,22.48,1029.81,76.77,40.4242,13.75,37.1715,75.22,106.84,60.3
2017-07-14,1998.8599853515625,170.65499877929688,48.93000030517578,21.62,22.1,1030.99,78.3,42.7118,14.02,37.63,73.09,106.58,57.34
2017-07-17,2318.8798828125,234.39100646972656,48.84000015258789,21.8,20.3,1028.83,78.03,41.2816,14.5,38.21,74.59,108.57,59.49
2017-07-18,2273.429931640625,199.7030029296875,48.869998931884766,21.6,21.1,1041.01,77.9,41.81,13.57,38.42,75.0,110.63,59.82
2017-07-19,2817.60009765625,227.26499938964844,49.130001068115234,21.5,20.49,1041.14,75.97,42.164,13.7,38.007,75.27,107.91,61.24
2017-07-20,2667.760009765625,218.30499267578125,49.20000076293945,21.7,21.2,1070.9,77.83,43.95,14.0,39.311,74.84,109.49,60.66
2017-07-21,2810.1201171875,229.4759979248047,49.06999969482422,21.32,20.69,1066.21,78.17,42.416,14.56,39.3597,77.31,110.13,61.53
2017-07-24,2576.47998046875,206.7100067138672,49.119998931884766,21.7,20.5,1086.79,79.97,43.0847,14.21,39.4406,77.1,110.0,61.44
2017-07-25,2529.449951171875,203.9530029296875,49.2599983215332,21.42,21.82,1064.19,79.62,42.368,14.3,39.582,75.29,109.19,60.12
2017-07-26,2671.780029296875,204.3179931640625,49.20000076293945,21.47,21.95,1053.3,79.5,43.14,14.91,39.51,74.24,109.81,61.5
2017-07-27,2809.010009765625,193.1230010986328,49.029998779296875,22.5,20.9,1084.0,82.29,40.483,14.35,37.78,74.07,111.0,61.73
2017-07-28,2726.449951171875,205.78900146484375,49.06999969482422,21.9,20.8,1058.59,81.34,41.2127,14.4,37.514,75.11,110.39,59.5
2017-07-31,2718.260009765625,226.7689971923828,49.099998474121094,22.42,20.5,998.26,81.37,40.9008,13.71,38.0511,75.3,114.88,61.15
2017-08-01,2710.669921875,219.95199584960938,49.130001068115234,22.37,21.1,1035.85,82.6,42.8299,13.9,37.9143,73.44,115.62,61.21
2017-08-02,2804.72998046875,225.3419952392578,49.06999969482422,21.46,15.9,1040.48,84.3,42.6799,13.59,40.61,75.46,110.25,61.11
2017-08-03,2895.889892578125,223.072998046875,49.0,22.56,15.8,998.7,82.54,43.45,13.65,39.8344,72.79,111.62,60.93
2017-08-04,3252.909912109375,256.5069885253906,49.029998779296875,22.58,17.03,1022.27,80.74,42.8615,13.75,40.0871,74.35,111.42,60.83
2017-08-08,3342.469970703125,296.0270080566406,49.029998779296875,22.13,16.4,1033.37,83.2,44.034,13.47,40.75,73.39,111.13,60.51
2017-08-09,3381.280029296875,295.8919982910156,48.95000076293945,22.26,16.0,1006.53,83.82,45.0283,13.02,42.077,73.88,105.01,60.07
2017-08-10,3650.6201171875,308.864013671875,48.25,22.5,14.67,976.16,83.43,41.212,12.66,39.74,74.48,104.7,58.32
2017-08-11,3884.7099609375,310.60101318359375,48.33000183105469,22.14,14.24,973.23,83.8,40.75,12.61,39.75,72.5,105.63,59.3
2017-08-14,4181.93017578125,289.8179931640625,48.86000061035156,22.56,13.7,996.9,81.1,43.9,13.06,40.207,75.45,104.1,60.04
2017-08-15,4376.6298828125,302.2669982910156,48.779998779296875,21.31,13.71,1014.37,84.55,42.186,13.26,40.5,76.74,103.77,62.57
2017-08-16,4331.68994140625,301.4570007324219,48.880001068115234,22.24,13.4,986.0,84.49,42.1449,12.79,40.2569,77.1,104.5,60.57
2017-08-17,4160.6201171875,295.5899963378906,48.11000061035156,22.1,13.25,968.91,82.5,41.9859,12.39,39.576,72.7,103.29,60.08
2017-08-18,4193.7001953125,297.4700012207031,48.060001373291016,21.52,13.0,997.38,83.16,42.371,12.75,39.861,73.58,101.9,61.37
2017-08-21,4100.52001953125,314.7850036621094,48.040000915527344,21.84,13.17,974.76,80.12,40.4667,12.16,39.5662,72.59,106.17,59.9
2017-08-22,4151.52001953125,317.5190124511719,48.560001373291016,22.05,13.47,1013.7,82.28,41.3293,12.29,40.449,74.68,103.25,63.61
2017-08-23,4334.68017578125,325.6109924316406,48.47999954223633,21.67,13.02,990.0,81.39,43.46,12.8,41.575,74.06,103.4,61.38
2017-08-24,4371.60009765625,331.9150085449219,48.380001068115234,22.25,13.3,988.15,81.1,41.7447,12.5,41.4392,73.98,102.37,61.0
2017-08-25,4352.39990234375,333.8819885253906,48.529998779296875,19.6,13.4,964.78,81.18,41.2897,12.92,41.336,75.62,102.94,60.56
2017-08-28,4579.02001953125,370.6669921875,48.439998626708984,20.1,13.31,958.73,79.8,42.0885,12.26,42.0394,73.33,103.75,62.0
2017-08-29,4565.2998046875,378.4849853515625,48.4900016784668,19.27,13.17,985.46,79.39,41.179,12.18,41.6938,73.62,104.65,63.45
2017-08-30,4703.39013671875,383.0419921875,48.72999954223633,18.96,13.66,992.73,80.85,42.19,13.21,41.6162,75.96,105.6,62.84
2017-08-31,4892.009765625,387.7409973144531,49.08000183105469,18.6,13.4,986.4,81.15,42.6,13.0,43.0,75.11,103.2,61.99
2017-09-01,4578.77001953125,348.9840087890625,49.20000076293945,19.18,14.27,1001.05,78.63,44.028,13.7,41.2338,74.87,105.9,62.57
2017-09-05,4597.1201171875,334.3380126953125,48.7400016784668,19.32,14.7,967.32,81.4,41.9713,13.43,41.27,73.61,104.3,64.03
2017-09-06,4599.8798828125,329.4280090332031,48.95000076293945,19.87,15.0,970.4,80.81,41.9722,13.19,40.8571,76.6,104.4,63.29
2017-09-07,4228.75,296.49700927734375,48.900001525878906,19.67,14.0,1007.32,81.41,42.29,13.2,41.005,75.31,100.03,65.0
2017-09-08,4226.06005859375,294.4049987792969,48.86000061035156,19.29,13.79,971.1,81.36,42.0761,12.74,40.1404,76.83,98.53,62.78
2017-09-11,4130.81005859375,291.4639892578125,49.369998931884766,19.2,14.8,1012.49,80.34,43.05,12.74,41.356,78.09,101.74,64.21
2017-09-12,3882.590087890625,277.11199951171875,49.5099983215332,20.22,14.9,994.37,80.63,43.4437,12.6,41.925,77.57,99.31,63.85
2017-09-13,3154.949951171875,213.9080047607422,49.560001373291016,20.43,15.8,1022.8,82.9,43.89,12.55,40.3015,78.49,103.36,63.3
2017-09-14,3637.52001953125,250.46400451660156,49.54999923706055,20.63,16.54,1026.73,82.24,43.78,12.75,39.77,77.95,102.0,64.98
2017-09-15,3625.0400390625,246.52200317382812,49.650001525878906,20.89,17.67,1004.99,83.55,46.4869,12.56,40.23,78.79,98.89,63.7
2017-09-18,3924.969970703125,282.8039855957031,49.790000915527344,20.8,17.07,1017.77,82.0,47.1333,13.61,40.4692,76.99,101.0,65.67
2017-09-19,3905.949951171875,283.74200439453125,49.810001373291016,20.8,15.84,1018.0,82.65,48.902,13.42,40.4513,78.28,100.36,64.11
2017-09-20,3631.0400390625,258.5799865722656,49.880001068115234,20.4,15.45,1017.17,84.0,48.37,13.85,40.2267,78.42,103.04,67.91
2017-09-21,3630.699951171875,264.30999755859375,49.79999923706055,20.51,16.5,983.75,83.86,47.4,13.75,40.2084,75.78,99.68,65.24
2017-09-22,3792.39990234375,286.1679992675781,49.599998474121094,20.15,16.2,1002.8,79.92,45.92,13.8,39.3595,77.48,102.8,65.46
2017-09-25,3892.35009765625,287.43798828125,49.4900016784668,20.61,15.65,962.75,79.5,44.41,12.87,38.2408,75.02,101.77,63.8
2017-09-26,4200.669921875,306.4670104980469,49.61000061035156,20.84,15.9,944.4,82.31,44.06,12.72,38.665,76.48,102.92,64.79
2017-09-27,4174.72998046875,299.1549987792969,49.849998474121094,21.57,16.2,979.83,81.64,45.252,12.97,40.1509,75.2,100.86,64.38
2017-09-28,4163.06982421875,291.4670104980469,49.83000183105469,21.47,16.0,986.6,81.76,44.93,13.17,38.79,74.6,99.76,64.16
2017-09-29,4338.7099609375,301.4649963378906,50.04999923706055,21.29,14.7,983.39,79.21,46.419,12.78,38.99,74.7,99.45,65.44
2017-10-02,4317.47998046875,292.4630126953125,50.29999923706055,21.04,14.9,966.79,78.52,45.23,13.15,39.2411,75.97,101.81,65.22
2017-10-03,4229.35986328125,292.6579895019531,50.38999938964844,21.2,16.4,995.1,82.77,45.0385,13.99,38.71,75.85,104.87,65.71
2017-10-04,4328.41015625,295.8630065917969,50.439998626708984,20.62,16.3,974.81,80.42,47.0558,13.58,39.73,75.19,104.54,64.85
2017-10-05,4370.81005859375,308.5880126953125,50.720001220703125,20.6,16.61,1022.55,81.67,46.3499,13.66,40.6928,78.07,100.3,67.88
2017-10-06,4426.89013671875,311.1239929199219,50.650001525878906,20.62,15.8,1015.27,80.0,46.086,13.27,40.586,77.0,101.45,67.17
2017-10-10,4826.47998046875,303.45599365234375,50.66999816894531,20.7,14.42,996.6,84.34,48.3963,14.1,39.969,78.58,104.18,66.44
2017-10-11,5446.91015625,304.135986328125,50.7400016784668,20.36,13.9,1012.0,89.9,49.198,14.44,40.3938,79.16,102.95,68.75
2017-10-12,5647.2099609375,338.7569885253906,50.68000030517578,19.9,14.23,1016.13,89.7,49.9413,14.8,40.0,80.48,100.85,71.58
2017-10-13,5831.7900390625,339.62799072265625,50.75,19.72,14.25,1032.41,89.22,50.6145,14.25,40.8061,79.43,99.46,69.15
2017-10-16,5605.509765625,317.0820007324219,50.790000915527344,20.28,14.35,1025.6,88.74,50.1769,14.66,40.97,81.29,102.84,68.78
2017-10-17,5590.68994140625,314.3190002441406,50.83000183105469,20.63,14.29,1022.75,89.24,49.9025,14.83,41.7878,78.17,101.16,69.4
2017-10-18,5708.52001953125,308.0880126953125,50.86000061035156,20.38,14.1,1018.0,87.19,50.256,14.69,41.76,81.35,98.86,70.62
2017-10-19,6011.4501953125,304.0060119628906,50.86000061035156,20.77,14.59,1001.49,90.5,51.24,14.56,40.74,78.42,101.69,68.49
2017-10-20,6031.60009765625,300.18701171875,51.150001525878906,20.14,14.0,1027.13,89.92,50.869,14.38,40.5612,80.57,99.7,73.64
2017-10-23,5526.64013671875,298.3280029296875,50.9900016784668,21.2,14.36,1012.1,89.56,49.317,14.3,40.2739,78.91,101.0,71.9
2017-10-24,5750.7998046875,297.92498779296875,51.060001373291016,20.48,14.5,1001.6,91.47,50.4,14.63,40.335,79.08,99.01,70.88
2017-10-25,5904.830078125,296.5270080566406,50.810001373291016,20.24,14.37,1021.5,91.04,49.606,12.85,39.9396,81.48,99.0,71.02
2017-10-26,5780.89990234375,297.4230041503906,50.869998931884766,19.92,15.0,985.7,91.42,51.3544,12.403,40.7335,79.71,100.86,71.83
2017-10-27,5753.08984375,296.2980041503906,51.22999954223633,19.82,15.41,1145.84,89.68,51.203,12.39,42.5689,87.69,101.92,72.86
2017-10-30,6130.52978515625,307.7510070800781,51.09000015258789,19.04,14.0,1124.14,90.1,52.62,11.03,42.47,87.62,99.22,73.92
2017-10-31,6468.39990234375,305.8789978027344,51.16999816894531,19.6,14.4,1110.93,88.98,53.7459,11.362,43.12,83.68,98.88,75.2
2017-11-01,6767.31005859375,291.6940002441406,51.22999954223633,18.8,14.04,1135.87,90.66,52.2,11.2,43.6709,84.52,101.32,75.83
2017-11-02,7078.5,287.4289855957031,51.20000076293945,18.86,13.26,1139.9,88.9,53.11,10.89,43.1409,86.29,100.14,72.49
2017-11-03,7207.759765625,305.71099853515625,51.31999969482422,19.0,12.4,1118.4,92.09,54.6526,11.53,44.717,86.68,98.92,75.28
2017-11-06,7022.759765625,298.8919982910156,51.439998626708984,18.28,12.6,1123.48,91.4,54.901,12.47,45.1286,88.43,104.98,77.81
2017-11-07,7144.3798828125,294.65899658203125,51.29999923706055,17.78,12.5,1142.55,92.87,55.3083,12.18,44.9707,85.5,103.14,75.66
2017-11-08,7459.68994140625,309.07000732421875,51.40999984741211,17.5,11.8,1170.92,92.92,52.75,12.29,45.76,86.21,101.79,76.51
2017-11-09,7143.580078125,320.8840026855469,51.22999954223633,18.23,11.5,1138.3,92.6,52.32,11.33,45.14,86.92,106.55,76.4
2017-11-10,6618.14013671875,299.25299072265625,51.22999954223633,16.63,11.0,1131.02,94.86,56.41,11.67,45.8197,86.29,107.48,75.68
2017-11-13,6559.490234375,316.71600341796875,51.25,16.3,11.82,1129.81,93.75,54.0981,11.36,45.2239,87.88,105.51,75.04
